01M20,,,,1-4,,D-338,,,,Commotions cérébrales
01M21,,79(1-2),T0,1-4,,D-338,,,,Douleurs chroniques rebelles
01M22,,69(1-2),T0,1-4,,D-338,,,,Migraines et céphalées
01M23,,79(1-3),,1-4,,D-338,,,,Convulsions hyperthermiques
01M24,X,,T1,1-4,,D-338,,X,,"Epilepsie, âge inférieur à 18 ans"
01M25,,,T1,1-4,,D-338,,X,,"Epilepsie, âge supérieur à 17 ans"
01M26,,79(1-2),T1,1-4,,D-338,,,,Tumeurs malignes du système nerveux
01M27,,79(1-3),T1,1-4,,D-338,,,,Autres tumeurs du système nerveux
01M28,,,T0,1-4,,D-338,,,,Hydrocéphalies
01M29,,69(1-2),,1-4,,D-338,,,,Anévrysmes cérébraux
01M30,,,T1,1-4,,D-338,,X,,Accidents vasculaires intracérébraux non transitoires
01M31,,,T1,1-4,,D-338,,X,,Autres accidents vasculaires cérébraux non transitoires
01M32,,,,Z,,,,,,Explorations et surveillance pour affections du système nerveux
"",,Plus,,,,,CoCod,,,
"",Moins,de 69,,Niveau,,,si,CoCod,,
"",de 2,ou 79,GHM,de,,,durée,pour,AG et poids,
racine,ans,ans,courts,sévérité,Décès,CMA exclues,inf. à,accouch.,CMD14-15,Libellés
01M33,,79(1-3),,1-4,,D-338,,,,Troubles du sommeil
01M34,,,T1,Z,,,,,,Anomalies de la démarche d'origine neurologique
01M35,,,T1,Z,,,,,,Symptômes et autres recours aux soins de la CMD 01
01M36,,,,,X,,,,,Accidents vasculaires cérébraux non transitoires avec décès : séjours de moins
"",,,,,,,,,,de 2 jours
01M37,,,,,X,,,,,Autres affections de la CMD 01 avec décès : séjours de moins de 2 jours
01M38,,,,1-4,,D-338,,,,Autres affections neurologiques concernant majoritairement la petite enfance
01M39,,,,1-4,,D-338,,,,Troubles de la régulation thermique du nouveau-né et du nourrisson
02C02,,,J,1-4,,D-336;D-340,,,,Interventions sur la rétine
02C03,,,J,1-4,,D-336;D-340,,,,Interventions sur l'orbite
02C05,X,,J,1-4,,D-336;D-340,,,,Interventions sur le cristallin avec ou sans vitrectomie
02C06,,,J,1-4,,D-336;D-340,,,,Interventions primaires sur l'iris
02C07,,,J,1-4,,D-336;D-340,,,,"Autres interventions extraoculaires, âge inférieur à 18 ans"
02C08,,,J,1-4,,D-336;D-340,,,,"Autres interventions extraoculaires, âge supérieur à 17 ans"
02C09,,,J,1-4,,D-336;D-340,,,,Allogreffes de cornée
02C10,,,J,1-4,,D-068;D-336;D-340,,,,Autres interventions intraoculaires pour affections sévères
02C11,,,J,1-4,,D-336;D-340,,,,Autres interventions intraoculaires en dehors des affections sévères
02C12,,,J,1-4,,D-336;D-340,,,,Interventions sur le cristallin avec trabéculectomie
02C13,,,J,1-4,,D-336;D-340,,,,"Interventions sur les muscles oculomoteurs, âge inférieur à 18 ans"
02M02,,69(1-2),,1-4,,D-338,,,,Hyphéma
02M03,,69(1-2),,1-4,,D-338,,,,Infections oculaires aiguës sévères
02M04,,,T0,1-4,,D-338,,,,Affections oculaires d'origine neurologique
02M05,,,T0,1-4,,D-338,,,,"Autres affections oculaires, âge inférieur à 18 ans"
02M07,,79(1-3),T0,1-4,,D-338,,,,"Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans"
"",,Plus,,,,,CoCod,,,
"",Moins,de 69,,Niveau,,,si,CoCod,,
"",de 2,ou 79,GHM,de,,,durée,pour,AG et poids,
racine,ans,ans,courts,sévérité,Décès,CMA exclues,inf. à,accouch.,CMD14-15,Libellés
02M08,,,T0,1-4,,D-338,,,,"Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans"
02M09,,,,Z,,,,,,Explorations et surveillance pour affections de l'oeil
02M10,,,T1,Z,,,,,,Symptômes et autres recours aux soins de la CMD 02
03C05,,,T2,1-4,,D-336,,,,Réparations de fissures labiale et palatine
03C06,X,,J,1-4,,D-336,,,,"Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans"
03C07,,,J,1-4,,D-336,,,,"Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans"
03C09,X,,J,1-4,,D-336,,,,Rhinoplasties
03C10,,,,1-4,,D-336,,,,"Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans"
03C11,,,,1-4,,D-336,,,,"Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans"
03C12,,,,1-4,,D-336,,,,Interventions sur les amygdales et les végétations adénoïdes autres que les
"",,,,,,,,,,"amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans"
03C13,,79(1-2),,1-4,,D-336,,,,Interventions sur les amygdales et les végétations adénoïdes autres que les
"",,,,,,,,,,"amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans"
03C14,,,J,1-4,,D-336,,,,"Drains transtympaniques, âge inférieur à 18 ans"
03C15,,,J,1-4,,D-336,,,,"Drains transtympaniques, âge supérieur à 17 ans"
03C16,,,J,1-4,,D-336,,,,"Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le"
"",,,,,,,,,,cou
03C17,,79(1),J,1-4,,D-336,,,,Interventions sur la bouche
03C18,,79(1-2),,1-4,,D-336,,,,Pose d'implants cochléaires
03C19,X,,J,1-4,,D-336,,,,Ostéotomies de la face
03C20,,,J,1-4,,D-336,,,,Interventions de reconstruction de l'oreille moyenne
03C21,,,J,1-4,,D-336,,,,Interventions pour oreilles décollées
03C24,,79(1),J,1-4,,D-336,,,,Interventions sur les glandes salivaires
03C25,,,,1-4,,D-336,2,,,Interventions majeures sur la tête et le cou
03C26,,,,1-4,,D-336,1,,,Autres interventions sur la tête et le cou
"",,Plus,,,,,CoCod,,,
"",Moins,de 69,,Niveau,,,si,CoCod,,
"",de 2,ou 79,GHM,de,,,durée,pour,AG et poids,
racine,ans,ans,courts,sévérité,Décès,CMA exclues,inf. à,accouch.,CMD14-15,Libellés
03C27,,,J,,,,,,,"Interventions sur les amygdales, en ambulatoire"
03C28,,,J,,,,,,,"Interventions sur les végétations adénoïdes, en ambulatoire"
03C29,,,J,1-4,,D-336,,,,"Autres interventions sur l'oreille, le nez ou la gorge pour tumeurs malignes"
03C30,,,J,1-4,,D-336,,,,Interventions sur l'oreille externe
03K02,,,J,1-4,,D-337,,,,"Affections de la bouche et des dents avec certaines extractions, réparations et"
"",,,,,,,,,,prothèses dentaires
03K03,,,J,,,,,,,"Séjours comprenant une endoscopie oto-rhino-laryngologique, en ambulatoire"
03K04,,,J,,,,,,,"Séjours comprenant certains actes non opératoires de la CMD 03, en ambulatoire"
03M02,,,T0,1-4,,D-338,,,,Traumatismes et déformations du nez
03M03,,,T1,1-4,,D-338,,,,"Otites moyennes et autres infections des voies aériennes supérieures, âge"
"",,,,,,,,,,inférieur à 18 ans
03M04,,79(1-3),T1,1-4,,D-338,,,,"Otites moyennes et autres infections des voies aériennes supérieures, âge"
"",,,,,,,,,,supérieur à 17 ans
03M05,,69(1-2),T1,1-4,,D-338,,,,Troubles de l'équilibre
03M06,,,T1,1-4,,D-338,,,,Epistaxis
03M07,,,T0,1-4,,D-338,,,,"Tumeurs malignes des oreilles, du nez, de la gorge ou de la bouche"
03M08,,,T1,1-4,,D-338,,,,"Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge"
"",,,,,,,,,,inférieur à 18 ans
03M09,,79(1-3),T1,1-4,,D-338,,,,"Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge"
"",,,,,,,,,,supérieur à 17 ans
03M10,,,T0,1-4,,D-338,,,,"Affections de la bouche et des dents sans certaines extractions, réparations ou"
"",,,,,,,,,,"prothèses dentaires, âge inférieur à 18 ans"
03M11,,,T0,1-4,,D-338,,,,"Affections de la bouche et des dents sans certaines extractions, réparations ou"
"",,,,,,,,,,"prothèses dentaires, âge supérieur à 17 ans"
03M12,,,,1-4,,D-338,,,,"Infections aigües sévères des voies aériennes supérieures, âge inférieur à 18 ans"
03M13,,79(1-3),,1-4,,D-338,,,,"Infections aigües sévères des voies aériennes supérieures, âge supérieur à 17 ans"
"",,Plus,,,,,CoCod,,,
"",Moins,de 69,,Niveau,,,si,CoCod,,
"",de 2,ou 79,GHM,de,,,durée,pour,AG et poids,
racine,ans,ans,courts,sévérité,Décès,CMA exclues,inf. à,accouch.,CMD14-15,Libellés
03M14,,,,Z,,,,,,Explorations et surveillance pour affections ORL
03M15,,,T1,Z,,,,,,Symptômes et autres recours aux soins de la CMD 03
04C02,,,,1-4,,D-336,3,,,Interventions majeures sur le thorax
04C03,,,,1-4,,D-336,,,,Autres interventions chirurgicales sur le système respiratoire
04C04,,,,1-4,,D-336,3,,,Interventions sous thoracoscopie
04K02,,,J,,,,,,,"Séjours comprenant une endoscopie bronchique, en ambulatoire"
04M02,,,T1,1-4,,D-338,,,,"Bronchites et asthme, âge inférieur à 18 ans"
04M03,,69(1-2),T1,1-4,,D-338,,,,"Bronchites et asthme, âge supérieur à 17 ans"
04M04,,,,1-4,,D-338,,,,"Pneumonies et pleurésies banales, âge inférieur à 18 ans"
04M05,,,T1,1-4,,D-338,,,,"Pneumonies et pleurésies banales, âge supérieur à 17 ans"
04M06,,,T1,1-4,,D-338,,,,"Infections et inflammations respiratoires, âge inférieur à 18 ans"
04M07,,,T1,1-4,,D-338,,,,"Infections et inflammations respiratoires, âge supérieur à 17 ans"
04M08,,,T0,1-4,,D-338,,,,Bronchopneumopathies chroniques
04M09,,,T1,1-4,,D-338,,,,Tumeurs de l'appareil respiratoire
04M10,,79(1-2),T2,1-4,,D-338,,,,Embolies pulmonaires
04M11,,69(1-2),,1-4,,D-338,,,,Signes et symptômes respiratoires
04M12,,69(1-2),T1,1-4,,D-338,,,,Pneumothorax
04M13,,,T0,1-4,,D-338,,,,Oedème pulmonaire et détresse respiratoire
04M14,,79(1-2),T0,1-4,,D-338,,,,Maladies pulmonaires interstitielles
04M15,,79(1-2),T1,1-4,,D-338,,,,Autres diagnostics portant sur le système respiratoire
04M16,,69(1-2),T2,1-4,,D-338,,,,Traumatismes thoraciques
04M17,,79(1-3),T0,1-4,,D-338,,,,Epanchements pleuraux
04M18,,79(1-3),T2,1-4,,D-338,,,,Bronchiolites
04M19,,,T0,1-4,,D-338,,,,Tuberculoses
"",,Plus,,,,,CoCod,,,
"",Moins,de 69,,Niveau,,,si,CoCod,,
"",de 2,ou 79,GHM,de,,,durée,pour,AG et poids,
racine,ans,ans,courts,sévérité,Décès,CMA exclues,inf. à,accouch.,CMD14-15,Libellés
04M20,,,T0,1-4,,D-338,,,,Bronchopneumopathies chroniques surinfectées
04M21,,69(1-2),,1-4,,D-338,,,,Suivis de greffe pulmonaire
04M22,,,,Z,,,,,,Explorations et surveillance pour affections de l'appareil respiratoire
04M23,,,T0,Z,,,,,,Autres symptômes et recours aux soins de la CMD 04
04M24,,,,,X,,,,,Affections de la CMD 04 avec décès : séjours de moins de 2 jours
04M25,,69(1-2),T1,1-4,,D-338,,,,Grippes
04M26,,79(1-3),T0,1-4,,D-338,,,,Fibroses kystiques avec manifestations pulmonaires
04M27,,,,1-4,,D-338,,,,Autres affections respiratoires concernant majoritairement la petite enfance
05C02,,,,1-4,,D-336,3,,,Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec
"",,,,,,,,,,cathétérisme cardiaque ou coronarographie
05C03,,,,1-4,,D-336,3,,,"Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans"
"",,,,,,,,,,"cathétérisme cardiaque, ni coronarographie"
05C04,,,,1-4,,D-336,3,,,Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie
05C05,,,,1-4,,D-336,3,,,"Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie"
05C06,,,,1-4,,D-336,2,,,"Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel"
"",,,,,,,,,,"que soit l'âge, avec circulation extracorporelle"
05C07,,,,1-4,,D-336,3,,,"Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation"
"",,,,,,,,,,extracorporelle
05C08,,,T1,1-4,,D-336,,,,"Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel"
"",,,,,,,,,,"que soit l'âge, sans circulation extracorporelle"
05C09,,,,1-4,,D-336,,,,"Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation"
"",,,,,,,,,,extracorporelle
05C10,,,,1-4,,D-336,,,,Chirurgie majeure de revascularisation
05C11,,,,1-4,,D-336,,,,Autres interventions de chirurgie vasculaire
05C12,,,,1-4,,D-336,3,,,"Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires"
"",,Plus,,,,,CoCod,,,
"",Moins,de 69,,Niveau,,,si,CoCod,,
"",de 2,ou 79,GHM,de,,,durée,pour,AG et poids,
racine,ans,ans,courts,sévérité,Décès,CMA exclues,inf. à,accouch.,CMD14-15,Libellés
05C13,,,J,1-4,,D-336,,,,Amputations pour troubles circulatoires portant sur le membre supérieur ou les
"",,,,,,,,,,orteils
05C14,,,,1-4,,D-093;D-336,,,,Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou
"",,,,,,,,,,insuffisance cardiaque congestive ou état de choc
05C15,,,T1,1-4,,D-336,,,,"Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni"
"",,,,,,,,,,"insuffisance cardiaque congestive, ni état de choc"
05C17,,,J,1-4,,D-336,,,,Ligatures de veines et éveinages
05C18,,,J,1-4,,D-336,,,,Autres interventions sur le système circulatoire
05C19,,,T1,1-4,,D-336,,,,Poses d'un défibrillateur cardiaque
05C20,,,,1-4,,D-336,,,,Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de
"",,,,,,,,,,boîtier de stimulation cardiaque permanente
05C21,,,J,1-4,,D-336,,,,Créations et réfections de fistules artérioveineuses pour affections de la CMD 05
05C22,,,T1,1-4,,D-336,,,,Remplacements de stimulateurs cardiaques permanents
05K05,,,,1-4,,D-102;D-337,,,,Endoprothèses vasculaires avec infarctus du myocarde
05K06,,,T1,1-4,,D-337,,,,Endoprothèses vasculaires sans infarctus du myocarde
05K10,,,J,1-4,,D-337,,,,Actes diagnostiques par voie vasculaire
05K12,,,,1-4,,D-337,,,,"Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18"
"",,,,,,,,,,ans
05K14,,,,Z,,,,,,"Mise en place de certains accès vasculaires pour des affections de la CMD 05,"
"",,,,,,,,,,séjours de moins de 2 jours
05K15,,,J,1-4,,D-337,,,,Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire
05K17,,,J,,,,,,,"Affections cardiovasculaires sans acte opératoire de la CMD 05, avec anesthésie,"
"",,,,,,,,,,en ambulatoire
05K19,,79(1-3),,1-4,,D-337,,,,Traitements majeurs de troubles du rythme par voie vasculaire
05K20,,,T1,1-4,,D-337,,,,Autres traitements de troubles du rythme par voie vasculaire
05K21,,,,1-4,,D-337,,,,Poses de bioprothèses de valves cardiaques par voie vasculaire
"",,Plus,,,,,CoCod,,,
"",Moins,de 69,,Niveau,,,si,CoCod,,
"",de 2,ou 79,GHM,de,,,durée,pour,AG et poids,
racine,ans,ans,courts,sévérité,Décès,CMA exclues,inf. à,accouch.,CMD14-15,Libellés
05K22,,,,1-4,,D-337,,,,"Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur"
"",,,,,,,,,,à 17 ans
05K23,,,J,1-4,,D-337,,,,"Ablations, repositionnements et poses de sondes cardiaques supplémentaires par"
"",,,,,,,,,,"voie vasculaire, âge supérieur à 17 ans"
05K24,,,J,1-4,,D-337,,,,Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie
"",,,,,,,,,,"vasculaire, âge supérieur à 17 ans"
05K25,,,J,1-4,,D-337,,,,"Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans"
05K26,,,J,1-4,,D-337,,,,"Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire,"
"",,,,,,,,,,âge supérieur à 17 ans
05M04,,,T1,1-4,,D-102;D-338,,,,Infarctus aigu du myocarde
05M05,,79(1-3),T1,1-4,,D-338,,,,Syncopes et lipothymies
05M06,,79(1-3),T0,1-4,,D-338,,,,Angine de poitrine
05M07,,69(1-2),T2,1-4,,D-338,,,,Thrombophlébites veineuses profondes
05M08,,79(1-3),T1,1-4,,D-338,,,,Arythmies et troubles de la conduction cardiaque
05M09,,,T2,1-4,,D-338,,,,Insuffisances cardiaques et états de choc circulatoire
05M10,,,T0,1-4,,D-338,,,,"Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans"
05M11,,,T1,1-4,,D-338,,,,"Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans"
05M12,,,T1,1-4,,D-338,,,,Troubles vasculaires périphériques
05M13,,69(1-2),T1,1-4,,D-338,,,,Douleurs thoraciques
05M14,,,,1-4,,D-338,,,,Arrêt cardiaque
05M15,,79(1-3),T1,1-4,,D-338,,,,Hypertension artérielle
05M16,,79(1-3),T0,1-4,,D-338,,,,Athérosclérose coronarienne
05M17,,,T1,1-4,,D-338,,,,Autres affections de l'appareil circulatoire
05M18,,,T2,1-4,,D-338,,,,Endocardites aiguës et subaiguës
05M19,,,,1-4,,D-338,,,,Surveillances de greffes de coeur sans acte diagnostique par voie vasculaire
"",,Plus,,,,,CoCod,,,
"",Moins,de 69,,Niveau,,,si,CoCod,,
"",de 2,ou 79,GHM,de,,,durée,pour,AG et poids,
racine,ans,ans,courts,sévérité,Décès,CMA exclues,inf. à,accouch.,CMD14-15,Libellés
05M20,,,,Z,,,,,,Explorations et surveillance pour affections de l'appareil circulatoire
05M21,,,,,X,,,,,Infarctus aigu du myocarde avec décès : séjours de moins de 2 jours
05M22,,,,,X,,,,,Autres affections de la CMD 05 avec décès : séjours de moins de 2 jours
05M23,,,T0,Z,,,,,,Symptômes et autres recours aux soins de la CMD 05
06C03,,79(1),,1-4,,D-078;D-336,3,,,Résections rectales
06C04,,79(1-2),,1-4,,D-078;D-336,2,,,Interventions majeures sur l'intestin grêle et le côlon
06C05,,,,1-4,,D-336,2,,,"Interventions sur l'oesophage, l'estomac et le duodénum, âge inférieur à 18 ans"
06C07,,,,1-4,,D-336,,,,Interventions mineures sur l'intestin grêle et le côlon
06C08,X,69(1-2),,1-4,,D-094;D-336,1,,,Appendicectomies compliquées
06C09,,69(1-2),,1-4,,D-336,1,,,Appendicectomies non compliquées
06C10,,,J,1-4,,D-336,,,,"Interventions réparatrices pour hernies et éventrations, âge inférieur à 18 ans"
06C12,,79(1-3),J,1-4,,D-336,,,,"Interventions réparatrices pour hernies inguinales et crurales, âge supérieur à 17"
"",,,,,,,,,,ans
06C13,X,69(1-2),,1-4,,D-336,1,,,Libérations d'adhérences péritonéales
06C14,,79(1-3),J,1-4,,D-336,,,,Interventions sur le rectum et l'anus autres que les résections rectales
06C15,,79(1-3),,1-4,,D-336,,,,Autres interventions sur le tube digestif en dehors des laparotomies
06C16,,79(1-2),,1-4,,D-040;D-336,3,,,"Interventions sur l'oesophage, l'estomac et le duodénum pour tumeurs malignes,"
"",,,,,,,,,,âge supérieur à 17 ans
06C19,,79(1-3),J,1-4,,D-336,,,,Hémorroïdectomies
06C20,,79(1-2),,1-4,,D-065;D-336,3,,,"Interventions sur l'oesophage, l'estomac et le duodénum pour ulcères, âge"
"",,,,,,,,,,supérieur à 17 ans
06C21,,,,1-4,,D-336,,,,Autres interventions sur le tube digestif par laparotomie
06C22,,69(1-2),,1-4,,D-336,1,,,"Interventions sur l'oesophage, l'estomac et le duodénum pour affections autres"
"",,,,,,,,,,"que malignes ou ulcères, âge supérieur à 17 ans"
06C23,,,J,1-4,,D-078;D-336,,,,Certaines interventions pour stomies
"",,Plus,,,,,CoCod,,,
"",Moins,de 69,,Niveau,,,si,CoCod,,
"",de 2,ou 79,GHM,de,,,durée,pour,AG et poids,
racine,ans,ans,courts,sévérité,Décès,CMA exclues,inf. à,accouch.,CMD14-15,Libellés
06C24,,69(1),J,1-4,,D-336,,,,"Cures d'éventrations postopératoires, âge supérieur à 17 ans"
06C25,,79(1),J,1-4,,D-336,,,,"Interventions réparatrices pour hernies à l'exception des hernies inguinales,"
"",,,,,,,,,,"crurales, âge supérieur à 17 ans"
06K02,,,,Z,,,,,,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours
06K03,,,J,,,,,,,"Séjours comprenant une endoscopie digestive thérapeutique sans anesthésie, en"
"",,,,,,,,,,ambulatoire
06K04,,,J,,,,,,,"Endoscopie digestive diagnostique et anesthésie, en ambulatoire"
06K05,,,J,,,,,,,"Séjours comprenant une endoscopie digestive diagnostique sans anesthésie, en"
"",,,,,,,,,,ambulatoire
06K06,,,J,,,,,,,"Affections digestives sans acte opératoire de la CMD 06, avec anesthésie, en"
"",,,,,,,,,,ambulatoire
06M02,,,T1,1-4,,D-338,,,,"Autres gastroentérites et maladies diverses du tube digestif, âge inférieur à 18"
"",,,,,,,,,,ans
06M03,,,T1,1-4,,D-338,,,,"Autres gastroentérites et maladies diverses du tube digestif, âge supérieur à 17"
"",,,,,,,,,,ans
06M04,,,T1,1-4,,D-338,,,,Hémorragies digestives
06M05,,,T1,1-4,,D-338,,,,Autres tumeurs malignes du tube digestif
06M06,,,T1,1-4,,D-338,,,,Occlusions intestinales non dues à une hernie
06M07,,79(1-3),T0,1-4,,D-338,,,,Maladies inflammatoires de l'intestin
06M08,X,,T1,1-4,,D-338,,,,"Autres affections digestives, âge inférieur à 18 ans"
06M09,,,T1,1-4,,D-338,,,,"Autres affections digestives, âge supérieur à 17 ans"
06M10,X,69(1),,1-4,,D-338,1,,,Ulcères gastroduodénaux compliqués
06M11,,,T1,1-4,,D-338,,,,Ulcères gastroduodénaux non compliqués
06M12,,69(1-2),T1,1-4,,D-338,,,,Douleurs abdominales
06M13,,,T1,1-4,,D-338,,,,Tumeurs malignes de l'oesophage et de l'estomac
06M14,,79(1-3),,1-4,,D-338,,,,Invaginations intestinales aigües
"",,Plus,,,,,CoCod,,,
"",Moins,de 69,,Niveau,,,si,CoCod,,
"",de 2,ou 79,GHM,de,,,durée,pour,AG et poids,
racine,ans,ans,courts,sévérité,Décès,CMA exclues,inf. à,accouch.,CMD14-15,Libellés
06M15,,,,Z,,,,,,Suivi de greffes de l'appareil digestif
06M16,,,,Z,,,,,,Explorations et surveillance pour affections de l'appareil digestif
06M17,,,T0,Z,,,,,,Soins de stomies digestives
06M18,,,T1,Z,,,,,,Symptômes et autres recours aux soins de la CMD 06
06M19,,79(1-3),,1-4,,D-338,1,,,Affections sévères du tube digestif
06M20,,79(1-3),T1,1-4,,D-338,,,,Tumeurs bénignes de l'appareil digestif
06M21,,,,1-4,,D-338,,,,Autres affections digestives concernant majoritairement la petite enfance
07C06,,,,1-4,,D-0709;D-336,2,,,Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour
"",,,,,,,,,,affections malignes
07C07,,,,1-4,,D-336,2,,,Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour
"",,,,,,,,,,affections non malignes
07C08,,,,1-4,,D-336,2,,,Autres interventions sur le système hépato-biliaire et pancréatique
07C09,,,,1-4,,D-041;D-336,2,X,,"Interventions sur le foie, le pancréas et les veines porte ou cave pour tumeurs"
"",,,,,,,,,,malignes
07C10,,,,1-4,,D-336,2,X,,"Interventions sur le foie, le pancréas et les veines porte ou cave pour affections"
"",,,,,,,,,,non malignes
07C11,X,,,1-4,,D-336,3,X,,Dérivations biliaires
07C12,,79(1-2),,1-4,,D-336,2,X,,Autres interventions sur les voies biliaires sauf cholécystectomies isolées
07C13,,79(1-2),,1-4,,D-066;D-336,1,X,,Cholécystectomies sans exploration de la voie biliaire principale pour affections
"",,,,,,,,,,aigües
07C14,,79(1-3),J,1-4,,D-336,,X,,Cholécystectomies sans exploration de la voie biliaire principale à l'exception
"",,,,,,,,,,des affections aigües
07K02,,,,Z,,,,,,Endoscopies biliaires thérapeutiques et anesthésie : séjours de moins de 2 jours
07K04,,,J,,,,,,,"Endoscopie biliaire diagnostique et anesthésie, en ambulatoire"
07K05,,,J,,,,,,,Séjours comprenant une endoscopie biliaire thérapeutique ou diagnostique sans
"",,,,,,,,,,"anesthésie, en ambulatoire"
"",,Plus,,,,,CoCod,,,
